x_m,y_m,w_tr_right_m,w_tr_left_m,w_re_right_m,w_re_left_m
-9.080702796,4.306549436,0.85,0.85,0.85,0.85
-9.120467822,4.311966641,0.85,0.85,0.85,0.85
-9.161055249,4.316031743,0.85,0.85,0.85,0.85
-9.202790401,4.318568105,0.85,0.85,0.85,0.85
-9.245999891,4.319368002,0.85,0.85,0.85,0.85
-9.290986027,4.318208239,0.85,0.85,0.85,0.85
-9.337994512,4.31486593,0.85,0.85,0.85,0.85
-9.387178376,4.309129551,0.85,0.85,0.85,0.85
-9.438564504,4.300805259,0.85,0.85,0.85,0.85
-9.492027921,4.289721953,0.85,0.85,0.85,0.85
-9.547287669,4.275733402,0.85,0.85,0.85,0.85
-9.603916943,4.258719026,0.85,0.85,0.85,0.85
-9.661376165,4.238587236,0.85,0.85,0.85,0.85
-9.719063001,4.215283804,0.85,0.85,0.85,0.85
-9.776370182,4.188801736,0.85,0.85,0.85,0.85
-9.832741995,4.159193675,0.85,0.85,0.85,0.85
-9.887720395,4.12658574,0.85,0.85,0.85,0.85
-9.940974379,4.091184186,0.85,0.85,0.85,0.85
-9.992310193,4.053277152,0.85,0.85,0.85,0.85
-10.04166394,4.013226794,0.85,0.85,0.85,0.85
-10.08908117,3.971450543,0.85,0.85,0.85,0.85
-10.13468953,3.928394681,0.85,0.85,0.85,0.85
-10.17867001,3.88450599,0.85,0.85,0.85,0.85
-10.22123128,3.84020098,0.85,0.85,0.85,0.85
-10.2625893,3.795842755,0.85,0.85,0.85,0.85
-10.30295279,3.751725954,0.85,0.85,0.85,0.85
-10.34251403,3.708070155,0.85,0.85,0.85,0.85
-10.38144366,3.665021938,0.85,0.85,0.85,0.85
-10.41988844,3.62266326,0.85,0.85,0.85,0.85
-10.45797041,3.581023344,0.85,0.85,0.85,0.85
-10.49578925,3.54008952,0.85,0.85,0.85,0.85
-10.53342263,3.499820083,0.85,0.85,0.85,0.85
-10.5709289,3.460153493,0.85,0.85,0.85,0.85
-10.60835112,3.421015609,0.85,0.85,0.85,0.85
-10.64572032,3.382326789,0.85,0.85,0.85,0.85
-10.68305727,3.344007282,0.85,0.85,0.85,0.85
-10.72037544,3.305981295,0.85,0.85,0.85,0.85
-10.75768252,3.268181202,0.85,0.85,0.85,0.85
-10.79498348,3.230548367,0.85,0.85,0.85,0.85
-10.83228233,3.193034868,0.85,0.85,0.85,0.85
-10.8695804,3.155603706,0.85,0.85,0.85,0.85
-10.90687929,3.118226437,0.85,0.85,0.85,0.85
-10.94418043,3.080884097,0.85,0.85,0.85,0.85
-10.98148714,3.043562956,0.85,0.85,0.85,0.85
-11.01880365,3.006254701,0.85,0.85,0.85,0.85
-11.05613691,2.968955582,0.85,0.85,0.85,0.85
-11.0934976,2.93166403,0.85,0.85,0.85,0.85
-11.13090112,2.894381979,0.85,0.85,0.85,0.85
-11.16836915,2.857114686,0.85,0.85,0.85,0.85
-11.20592946,2.819872592,0.85,0.85,0.85,0.85
-11.24361615,2.782671972,0.85,0.85,0.85,0.85
-11.281468,2.745538629,0.85,0.85,0.85,0.85
-11.31952646,2.708509891,0.85,0.85,0.85,0.85
-11.35783189,2.671637817,0.85,0.85,0.85,0.85
-11.3964227,2.634988917,0.85,0.85,0.85,0.85
-11.43533313,2.598644681,0.85,0.85,0.85,0.85
-11.47459498,2.562698387,0.85,0.85,0.85,0.85
-11.51424412,2.527247557,0.85,0.85,0.85,0.85
-11.55433034,2.492383657,0.85,0.85,0.85,0.85
-11.59492795,2.458181586,0.85,0.85,0.85,0.85
-11.63614932,2.424685907,0.85,0.85,0.85,0.85
-11.67815224,2.391902211,0.85,0.85,0.85,0.85
-11.72114074,2.359793021,0.85,0.85,0.85,0.85
-11.76535627,2.328280651,0.85,0.85,0.85,0.85
-11.81105782,2.297258384,0.85,0.85,0.85,0.85
-11.8584926,2.266608813,0.85,0.85,0.85,0.85
-11.9078624,2.236225483,0.85,0.85,0.85,0.85
-11.95929267,2.206032456,0.85,0.85,0.85,0.85
-12.01280593,2.176002169,0.85,0.85,0.85,0.85
-12.06831162,2.146161122,0.85,0.85,0.85,0.85
-12.1256092,2.1165879,0.85,0.85,0.85,0.85
-12.18440639,2.087400908,0.85,0.85,0.85,0.85
-12.24434869,2.058741953,0.85,0.85,0.85,0.85
-12.30505436,2.030755237,0.85,0.85,0.85,0.85
-12.36614916,2.003569289,0.85,0.85,0.85,0.85
-12.42729468,1.977283752,0.85,0.85,0.85,0.85
-12.48820528,1.95196384,0.85,0.85,0.85,0.85
-12.54865645,1.927640646,0.85,0.85,0.85,0.85
-12.60848184,1.904317349,0.85,0.85,0.85,0.85
-12.66756065,1.881981647,0.85,0.85,0.85,0.85
-12.72580368,1.860616281,0.85,0.85,0.85,0.85
-12.78313961,1.840210213,0.85,0.85,0.85,0.85
-12.83950229,1.820765914,0.85,0.85,0.85,0.85
-12.89482726,1.802302648,0.85,0.85,0.85,0.85
-12.94905274,1.784852493,0.85,0.85,0.85,0.85
-13.00212856,1.768455624,0.85,0.85,0.85,0.85
-13.0540278,1.753148437,0.85,0.85,0.85,0.85
-13.10475902,1.738956243,0.85,0.85,0.85,0.85
-13.15437289,1.725883402,0.85,0.85,0.85,0.85
-13.20296418,1.713911871,0.85,0.85,0.85,0.85
-13.25066302,1.703002518,0.85,0.85,0.85,0.85
-13.29762142,1.693104126,0.85,0.85,0.85,0.85
-13.34399503,1.684164964,0.85,0.85,0.85,0.85
-13.38992501,1.676145844,0.85,0.85,0.85,0.85
-13.43552822,1.669031142,0.85,0.85,0.85,0.85
-13.48089214,1.66283763,0.85,0.85,0.85,0.85
-13.52608462,1.65761503,0.85,0.85,0.85,0.85
-13.57116796,1.65344453,0.85,0.85,0.85,0.85
-13.61621735,1.65043162,0.85,0.85,0.85,0.85
-13.66133954,1.648698154,0.85,0.85,0.85,0.85
-13.7066871,1.648374726,0.85,0.85,0.85,0.85
-13.75245954,1.6495976,0.85,0.85,0.85,0.85
-13.7988979,1.652513664,0.85,0.85,0.85,0.85
-13.84626344,1.657289186,0.85,0.85,0.85,0.85
-13.89480678,1.664121719,0.85,0.85,0.85,0.85
-13.94472942,1.673253383,0.85,0.85,0.85,0.85
-13.99614043,1.684988075,0.85,0.85,0.85,0.85
-14.04901718,1.699696305,0.85,0.85,0.85,0.85
-14.1031726,1.717816963,0.85,0.85,0.85,0.85
-14.15823976,1.739845455,0.85,0.85,0.85,0.85
-14.21367063,1.766313206,0.85,0.85,0.85,0.85
-14.2687571,1.797750689,0.85,0.85,0.85,0.85
-14.32266793,1.834642024,0.85,0.85,0.85,0.85
-14.37449755,1.877372146,0.85,0.85,0.85,0.85
-14.42332014,1.926177114,0.85,0.85,0.85,0.85
-14.46824213,1.981101168,0.85,0.85,0.85,0.85
-14.50844831,2.041969841,0.85,0.85,0.85,0.85
-14.54323946,2.108382876,0.85,0.85,0.85,0.85
-14.57205513,2.179731024,0.85,0.85,0.85,0.85
-14.59449633,2.255224872,0.85,0.85,0.85,0.85
-14.61033329,2.333938757,0.85,0.85,0.85,0.85
-14.61950674,2.414858923,0.85,0.85,0.85,0.85
-14.62212474,2.496927362,0.85,0.85,0.85,0.85
-14.6184504,2.579082904,0.85,0.85,0.85,0.85
-14.60887533,2.660303108,0.85,0.85,0.85,0.85
-14.59389339,2.739642999,0.85,0.85,0.85,0.85
-14.57405748,2.816280168,0.85,0.85,0.85,0.85
-14.54993819,2.889560169,0.85,0.85,0.85,0.85
-14.52207989,2.959039349,0.85,0.85,0.85,0.85
-14.49096512,3.02451644,0.85,0.85,0.85,0.85
-14.45698445,3.086043372,0.85,0.85,0.85,0.85
-14.42042494,3.143912014,0.85,0.85,0.85,0.85
-14.38146672,3.1986144,0.85,0.85,0.85,0.85
-14.34019559,3.250783746,0.85,0.85,0.85,0.85
-14.29663077,3.301120826,0.85,0.85,0.85,0.85
-14.25075178,3.350322631,0.85,0.85,0.85,0.85
-14.20253391,3.399018286,0.85,0.85,0.85,0.85
-14.15197737,3.447721878,0.85,0.85,0.85,0.85
-14.09913541,3.496804203,0.85,0.85,0.85,0.85
-14.04413032,3.546485676,0.85,0.85,0.85,0.85
-13.98716226,3.596843293,0.85,0.85,0.85,0.85
-13.92850861,3.647830156,0.85,0.85,0.85,0.85
-13.86851564,3.699303104,0.85,0.85,0.85,0.85
-13.80758184,3.75104904,0.85,0.85,0.85,0.85
-13.7461386,3.802815936,0.85,0.85,0.85,0.85
-13.68462617,3.8543427,0.85,0.85,0.85,0.85
-13.62347007,3.905378798,0.85,0.85,0.85,0.85
-13.5630602,3.955699874,0.85,0.85,0.85,0.85
-13.50373163,4.005124215,0.85,0.85,0.85,0.85
-13.44575473,4.053514408,0.85,0.85,0.85,0.85
-13.38932888,4.100780691,0.85,0.85,0.85,0.85
-13.33458423,4.146878188,0.85,0.85,0.85,0.85
-13.28158662,4.191804651,0.85,0.85,0.85,0.85
-13.23034555,4.235598363,0.85,0.85,0.85,0.85
-13.18082314,4.278337171,0.85,0.85,0.85,0.85
-13.13294164,4.320140444,0.85,0.85,0.85,0.85
-13.08658939,4.361173357,0.85,0.85,0.85,0.85
-13.04162606,4.401652216,0.85,0.85,0.85,0.85
-12.997888,4.441849338,0.85,0.85,0.85,0.85
-12.95519424,4.482096661,0.85,0.85,0.85,0.85
-12.91335098,4.522786879,0.85,0.85,0.85,0.85
-12.87216943,4.564359916,0.85,0.85,0.85,0.85
-12.83147831,4.607286404,0.85,0.85,0.85,0.85
-12.79114385,4.652035886,0.85,0.85,0.85,0.85
-12.75108866,4.699037283,0.85,0.85,0.85,0.85
-12.7113126,4.748629648,0.85,0.85,0.85,0.85
-12.67190024,4.801018773,0.85,0.85,0.85,0.85
-12.63302848,4.856234254,0.85,0.85,0.85,0.85
-12.59495627,4.914108413,0.85,0.85,0.85,0.85
-12.55800553,4.974276249,0.85,0.85,0.85,0.85
-12.52253066,5.036201395,0.85,0.85,0.85,0.85
-12.48888419,5.099224478,0.85,0.85,0.85,0.85
-12.45737916,5.16263135,0.85,0.85,0.85,0.85
-12.42826117,5.225719846,0.85,0.85,0.85,0.85
-12.40168642,5.287869942,0.85,0.85,0.85,0.85
-12.3777106,5.348595232,0.85,0.85,0.85,0.85
-12.35629636,5.40757161,0.85,0.85,0.85,0.85
-12.33732494,5.464643999,0.85,0.85,0.85,0.85
-12.32061714,5.519812138,0.85,0.85,0.85,0.85
-12.30595498,5.573202662,0.85,0.85,0.85,0.85
-12.29310572,5.625034519,0.85,0.85,0.85,0.85
-12.28183733,5.675579022,0.85,0.85,0.85,0.85
-12.27193418,5.725131653,0.85,0.85,0.85,0.85
-12.26320414,5.773982492,0.85,0.85,0.85,0.85
-12.25548606,5.822401476,0.85,0.85,0.85,0.85
-12.24865288,5.870626075,0.85,0.85,0.85,0.85
-12.24261387,5.918853786,0.85,0.85,0.85,0.85
-12.23731736,5.967244521,0.85,0.85,0.85,0.85
-12.23274952,6.015917908,0.85,0.85,0.85,0.85
-12.22893433,6.064958932,0.85,0.85,0.85,0.85
-12.22592672,6.114424125,0.85,0.85,0.85,0.85
-12.22380623,6.164346298,0.85,0.85,0.85,0.85
-12.22266504,6.214746025,0.85,0.85,0.85,0.85
-12.22259656,6.265637257,0.85,0.85,0.85,0.85
-12.22368342,6.317034266,0.85,0.85,0.85,0.85
-12.22598922,6.368954699,0.85,0.85,0.85,0.85
-12.22955492,6.421419418,0.85,0.85,0.85,0.85
-12.23440078,6.47444899,0.85,0.85,0.85,0.85
-12.24053542,6.528061941,0.85,0.85,0.85,0.85
-12.24796969,6.582273742,0.85,0.85,0.85,0.85
-12.25673371,6.63709648,0.85,0.85,0.85,0.85
-12.26689165,6.692543922,0.85,0.85,0.85,0.85
-12.27855174,6.748639181,0.85,0.85,0.85,0.85
-12.29187217,6.80541995,0.85,0.85,0.85,0.85
-12.30705324,6.862943861,0.85,0.85,0.85,0.85
-12.32432549,6.921284821,0.85,0.85,0.85,0.85
-12.34392622,6.980523619,0.85,0.85,0.85,0.85
-12.36607396,7.040728822,0.85,0.85,0.85,0.85
-12.39094006,7.101934525,0.85,0.85,0.85,0.85
-12.41862432,7.164110891,0.85,0.85,0.85,0.85
-12.44913676,7.227139397,0.85,0.85,0.85,0.85
-12.48238801,7.290793605,0.85,0.85,0.85,0.85
-12.51819139,7.354733617,0.85,0.85,0.85,0.85
-12.55627373,7.418512788,0.85,0.85,0.85,0.85
-12.59629686,7.481606738,0.85,0.85,0.85,0.85
-12.63788564,7.543448591,0.85,0.85,0.85,0.85
-12.68065852,7.603480345,0.85,0.85,0.85,0.85
-12.72425766,7.661203169,0.85,0.85,0.85,0.85
-12.76837148,7.716222331,0.85,0.85,0.85,0.85
-12.81275224,7.768277424,0.85,0.85,0.85,0.85
-12.85722242,7.817254701,0.85,0.85,0.85,0.85
-12.90167391,7.863182098,0.85,0.85,0.85,0.85
-12.94606444,7.906213212,0.85,0.85,0.85,0.85
-12.99040876,7.946596584,0.85,0.85,0.85,0.85
-13.03477381,7.984651418,0.85,0.85,0.85,0.85
-13.0792711,8.020738259,0.85,0.85,0.85,0.85
-13.12405241,8.05524034,0.85,0.85,0.85,0.85
-13.16930265,8.088548384,0.85,0.85,0.85,0.85
-13.21522477,8.121043884,0.85,0.85,0.85,0.85
-13.2620251,8.153089761,0.85,0.85,0.85,0.85
-13.30989309,8.185016024,0.85,0.85,0.85,0.85
-13.358981,8.21710892,0.85,0.85,0.85,0.85
-13.40938974,8.249600458,0.85,0.85,0.85,0.85
-13.46116014,8.282661712,0.85,0.85,0.85,0.85
-13.51427846,8.316404902,0.85,0.85,0.85,0.85
-13.56868901,8.350888833,0.85,0.85,0.85,0.85
-13.62431441,8.386131477,0.85,0.85,0.85,0.85
-13.68107884,8.42212458,0.85,0.85,0.85,0.85
-13.73892795,8.458848581,0.85,0.85,0.85,0.85
-13.79784016,8.496282365,0.85,0.85,0.85,0.85
-13.85782624,8.534406741,0.85,0.85,0.85,0.85
-13.9189208,8.573205323,0.85,0.85,0.85,0.85
-13.98116648,8.612658074,0.85,0.85,0.85,0.85
-14.04459241,8.652733121,0.85,0.85,0.85,0.85
-14.10919949,8.693379556,0.85,0.85,0.85,0.85
-14.17495054,8.734524137,0.85,0.85,0.85,0.85
-14.2417729,8.776073625,0.85,0.85,0.85,0.85
-14.30956789,8.817922491,0.85,0.85,0.85,0.85
-14.37822773,8.859964964,0.85,0.85,0.85,0.85
-14.44765143,8.90210644,0.85,0.85,0.85,0.85
-14.51775416,8.944273369,0.85,0.85,0.85,0.85
-14.58846734,8.986415979,0.85,0.85,0.85,0.85
-14.6597259,9.028505066,0.85,0.85,0.85,0.85
-14.73144898,9.070521539,0.85,0.85,0.85,0.85
-14.80351864,9.11244445,0.85,0.85,0.85,0.85
-14.8757605,9.154237489,0.85,0.85,0.85,0.85
-14.94793885,9.195840318,0.85,0.85,0.85,0.85
-15.01975936,9.237164859,0.85,0.85,0.85,0.85
-15.09088698,9.278098096,0.85,0.85,0.85,0.85
-15.16097638,9.318513204,0.85,0.85,0.85,0.85
-15.2297051,9.358283651,0.85,0.85,0.85,0.85
-15.29680777,9.397300073,0.85,0.85,0.85,0.85
-15.36210662,9.435487107,0.85,0.85,0.85,0.85
-15.42553434,9.472817786,0.85,0.85,0.85,0.85
-15.48714982,9.5093248,0.85,0.85,0.85,0.85
-15.54714163,9.54510357,0.85,0.85,0.85,0.85
-15.60582233,9.580309956,0.85,0.85,0.85,0.85
-15.66361022,9.615148694,0.85,0.85,0.85,0.85
-15.72100114,9.649853581,0.85,0.85,0.85,0.85
-15.77853035,9.684660566,0.85,0.85,0.85,0.85
-15.83672542,9.71977393,0.85,0.85,0.85,0.85
-15.89605598,9.755332683,0.85,0.85,0.85,0.85
-15.95688803,9.791379827,0.85,0.85,0.85,0.85
-16.01944034,9.827839862,0.85,0.85,0.85,0.85
-16.08375975,9.864508507,0.85,0.85,0.85,0.85
-16.149706,9.901059433,0.85,0.85,0.85,0.85
-16.21696238,9.937065078,0.85,0.85,0.85,0.85
-16.28506162,9.972032811,0.85,0.85,0.85,0.85
-16.35342837,10.00544953,0.85,0.85,0.85,0.85
-16.42143684,10.03682728,0.85,0.85,0.85,0.85
-16.48847143,10.06574537,0.85,0.85,0.85,0.85
-16.55399246,10.09188029,0.85,0.85,0.85,0.85
-16.61758958,10.11501983,0.85,0.85,0.85,0.85
-16.67902243,10.13506256,0.85,0.85,0.85,0.85
-16.738248,10.1519953,0.85,0.85,0.85,0.85
-16.79542159,10.16586484,0.85,0.85,0.85,0.85
-16.85088312,10.17673685,0.85,0.85,0.85,0.85
-16.90512126,10.18465706,0.85,0.85,0.85,0.85
-16.95872756,10.18961377,0.85,0.85,0.85,0.85
-17.01233706,10.19150954,0.85,0.85,0.85,0.85
-17.06656747,10.19013981,0.85,0.85,0.85,0.85
-17.12195861,10.18518357,0.85,0.85,0.85,0.85
-17.17891775,10.17620327,0.85,0.85,0.85,0.85
-17.23767828,10.16265756,0.85,0.85,0.85,0.85
-17.29827272,10.14392206,0.85,0.85,0.85,0.85
-17.36052718,10.11932519,0.85,0.85,0.85,0.85
-17.42407631,10.08819465,0.85,0.85,0.85,0.85
-17.48839754,10.04991111,0.85,0.85,0.85,0.85
-17.55286429,10.00396998,0.85,0.85,0.85,0.85
-17.61680621,9.950039472,0.85,0.85,0.85,0.85
-17.67957132,9.888006394,0.85,0.85,0.85,0.85
-17.74058172,9.818007292,0.85,0.85,0.85,0.85
-17.79937991,9.740432438,0.85,0.85,0.85,0.85
-17.85565621,9.655902059,0.85,0.85,0.85,0.85
-17.90925568,9.565227242,0.85,0.85,0.85,0.85
-17.96016979,9.469345223,0.85,0.85,0.85,0.85
-18.00851465,9.369253203,0.85,0.85,0.85,0.85
-18.05449664,9.265941623,0.85,0.85,0.85,0.85
-18.0983741,9.16033998,0.85,0.85,0.85,0.85
-18.14041849,9.053277287,0.85,0.85,0.85,0.85
-18.18087951,8.945465029,0.85,0.85,0.85,0.85
-18.21995435,8.837499245,0.85,0.85,0.85,0.85
-18.25776625,8.729882557,0.85,0.85,0.85,0.85
-18.29435306,8.623056513,0.85,0.85,0.85,0.85
-18.32966631,8.517440319,0.85,0.85,0.85,0.85
-18.36357922,8.41346398,0.85,0.85,0.85,0.85
-18.3959053,8.311592074,0.85,0.85,0.85,0.85
-18.4264232,8.212326216,0.85,0.85,0.85,0.85
-18.45490781,8.116187896,0.85,0.85,0.85,0.85
-18.4811619,8.023683067,0.85,0.85,0.85,0.85
-18.50504242,7.935256681,0.85,0.85,0.85,0.85
-18.5264835,7.851242376,0.85,0.85,0.85,0.85
-18.54550352,7.77182834,0.85,0.85,0.85,0.85
-18.56220616,7.697031301,0.85,0.85,0.85,0.85
-18.57676896,7.626696256,0.85,0.85,0.85,0.85
-18.58942255,7.560519379,0.85,0.85,0.85,0.85
-18.6004285,7.49807998,0.85,0.85,0.85,0.85
-18.61005557,7.438886797,0.85,0.85,0.85,0.85
-18.61855866,7.382423394,0.85,0.85,0.85,0.85
-18.6261653,7.328185095,0.85,0.85,0.85,0.85
-18.63306722,7.275706564,0.85,0.85,0.85,0.85
-18.63941831,7.224579209,0.85,0.85,0.85,0.85
-18.64533726,7.174455585,0.85,0.85,0.85,0.85
-18.65091331,7.125046571,0.85,0.85,0.85,0.85
-18.65621324,7.076113561,0.85,0.85,0.85,0.85
-18.66128855,7.027460509,0.85,0.85,0.85,0.85
-18.66617976,6.978929137,0.85,0.85,0.85,0.85
-18.6709209,6.930393286,0.85,0.85,0.85,0.85
-18.67554066,6.88176093,0.85,0.85,0.85,0.85
-18.68006227,6.832974735,0.85,0.85,0.85,0.85
-18.68450233,6.784014561,0.85,0.85,0.85,0.85
-18.6888696,6.734897924,0.85,0.85,0.85,0.85
-18.69316474,6.685675996,0.85,0.85,0.85,0.85
-18.69737963,6.636426589,0.85,0.85,0.85,0.85
-18.70150029,6.587246497,0.85,0.85,0.85,0.85
-18.70551018,6.538231408,0.85,0.85,0.85,0.85
-18.70939214,6.489467463,0.85,0.85,0.85,0.85
-18.7131316,6.441018041,0.85,0.85,0.85,0.85
-18.71671776,6.392916893,0.85,0.85,0.85,0.85
-18.7201426,6.345167746,0.85,0.85,0.85,0.85
-18.72339697,6.297751467,0.85,0.85,0.85,0.85
-18.72646605,6.250636403,0.85,0.85,0.85,0.85
-18.72932457,6.203790634,0.85,0.85,0.85,0.85
-18.73193368,6.157192502,0.85,0.85,0.85,0.85
-18.73424035,6.110838112,0.85,0.85,0.85,0.85
-18.73618189,6.064741154,0.85,0.85,0.85,0.85
-18.73769382,6.018929502,0.85,0.85,0.85,0.85
-18.73872183,5.973436617,0.85,0.85,0.85,0.85
-18.73923196,5.928298391,0.85,0.85,0.85,0.85
-18.73922012,5.883548885,0.85,0.85,0.85,0.85
-18.73871744,5.839221115,0.85,0.85,0.85,0.85
-18.73778973,5.795349423,0.85,0.85,0.85,0.85
-18.73653032,5.751972032,0.85,0.85,0.85,0.85
-18.73505011,5.709127351,0.85,0.85,0.85,0.85
-18.7334627,5.666852982,0.85,0.85,0.85,0.85
-18.7318711,5.625176789,0.85,0.85,0.85,0.85
-18.73035609,5.584108169,0.85,0.85,0.85,0.85
-18.72896851,5.543630721,0.85,0.85,0.85,0.85
-18.7277262,5.503698526,0.85,0.85,0.85,0.85
-18.72661612,5.464235268,0.85,0.85,0.85,0.85
-18.72559879,5.425142638,0.85,0.85,0.85,0.85
-18.72461692,5.386307864,0.85,0.85,0.85,0.85
-18.723605,5.34761498,0.85,0.85,0.85,0.85
-18.72249933,5.308956368,0.85,0.85,0.85,0.85
-18.7212474,5.270243166,0.85,0.85,0.85,0.85
-18.71981576,5.231413343,0.85,0.85,0.85,0.85
-18.7181952,5.192436972,0.85,0.85,0.85,0.85
-18.71640357,5.153314966,0.85,0.85,0.85,0.85
-18.71448297,5.114079556,0.85,0.85,0.85,0.85
-18.71249505,5.074785899,0.85,0.85,0.85,0.85
-18.71051276,5.035502922,0.85,0.85,0.85,0.85
-18.70861065,4.996302809,0.85,0.85,0.85,0.85
-18.70685538,4.95725092,0.85,0.85,0.85,0.85
-18.70529814,4.918397759,0.85,0.85,0.85,0.85
-18.70397039,4.879774662,0.85,0.85,0.85,0.85
-18.7028819,4.841390783,0.85,0.85,0.85,0.85
-18.70202433,4.803237812,0.85,0.85,0.85,0.85
-18.70137499,4.765293073,0.85,0.85,0.85,0.85
-18.70090246,4.727525146,0.85,0.85,0.85,0.85
-18.70057199,4.68989928,0.85,0.85,0.85,0.85
-18.70034986,4.652381751,0.85,0.85,0.85,0.85
-18.70020623,4.614942724,0.85,0.85,0.85,0.85
-18.70011627,4.577557362,0.85,0.85,0.85,0.85
-18.70006123,4.540206932,0.85,0.85,0.85,0.85
-18.70002686,4.50287716,0.85,0.85,0.85,0.85
-18.70000232,4.465557228,0.85,0.85,0.85,0.85
-18.69997869,4.428238198,0.85,0.85,0.85,0.85
-18.6999472,4.390911346,0.85,0.85,0.85,0.85
-18.69989707,4.353565381,0.85,0.85,0.85,0.85
-18.69981466,4.316186428,0.85,0.85,0.85,0.85
-18.69968157,4.278755505,0.85,0.85,0.85,0.85
-18.69947313,4.241246694,0.85,0.85,0.85,0.85
-18.69915816,4.203626675,0.85,0.85,0.85,0.85
-18.69869894,4.165853114,0.85,0.85,0.85,0.85
-18.69805429,4.127878642,0.85,0.85,0.85,0.85
-18.69718117,4.0896498,0.85,0.85,0.85,0.85
-18.69603906,4.051110697,0.85,0.85,0.85,0.85
-18.69459333,4.012203953,0.85,0.85,0.85,0.85
-18.69282061,3.972876652,0.85,0.85,0.85,0.85
-18.69070975,3.933079265,0.85,0.85,0.85,0.85
-18.68826209,3.892766371,0.85,0.85,0.85,0.85
-18.68549006,3.851897419,0.85,0.85,0.85,0.85
-18.68241334,3.810435595,0.85,0.85,0.85,0.85
-18.67905404,3.768347065,0.85,0.85,0.85,0.85
-18.67543187,3.725600255,0.85,0.85,0.85,0.85
-18.67156241,3.682170244,0.85,0.85,0.85,0.85
-18.66745472,3.638038842,0.85,0.85,0.85,0.85
-18.66311126,3.59319614,0.85,0.85,0.85,0.85
-18.65853125,3.547645419,0.85,0.85,0.85,0.85
-18.65371174,3.501401086,0.85,0.85,0.85,0.85
-18.6486495,3.45448695,0.85,0.85,0.85,0.85
-18.64334411,3.40693692,0.85,0.85,0.85,0.85
-18.63779774,3.35878975,0.85,0.85,0.85,0.85
-18.63201501,3.310085532,0.85,0.85,0.85,0.85
-18.62600432,3.260866592,0.85,0.85,0.85,0.85
-18.61977614,3.211173547,0.85,0.85,0.85,0.85
-18.61334288,3.161044137,0.85,0.85,0.85,0.85
-18.60671742,3.110514196,0.85,0.85,0.85,0.85
-18.59991266,3.059617572,0.85,0.85,0.85,0.85
-18.59294008,3.008383459,0.85,0.85,0.85,0.85
-18.58580927,2.956837869,0.85,0.85,0.85,0.85
-18.578526,2.905003587,0.85,0.85,0.85,0.85
-18.57108914,2.852901342,0.85,0.85,0.85,0.85
-18.56348884,2.800551972,0.85,0.85,0.85,0.85
-18.55569879,2.747978795,0.85,0.85,0.85,0.85
-18.54766902,2.695212498,0.85,0.85,0.85,0.85
-18.53931312,2.642294975,0.85,0.85,0.85,0.85
-18.53049261,2.589284016,0.85,0.85,0.85,0.85
-18.52099895,2.536257781,0.85,0.85,0.85,0.85
-18.51053537,2.483316917,0.85,0.85,0.85,0.85
-18.49870562,2.43058831,0.85,0.85,0.85,0.85
-18.48500718,2.378222316,0.85,0.85,0.85,0.85
-18.46884358,2.32638938,0.85,0.85,0.85,0.85
-18.44954872,2.275266257,0.85,0.85,0.85,0.85
-18.42643299,2.225020234,0.85,0.85,0.85,0.85
-18.39883827,2.175781859,0.85,0.85,0.85,0.85
-18.36620681,2.127624002,0.85,0.85,0.85,0.85
-18.3281412,2.080529673,0.85,0.85,0.85,0.85
-18.28445493,2.034370067,0.85,0.85,0.85,0.85
-18.23519933,1.988886154,0.85,0.85,0.85,0.85
-18.18066791,1.943689058,0.85,0.85,0.85,0.85
-18.12137328,1.898271341,0.85,0.85,0.85,0.85
-18.05800421,1.852035901,0.85,0.85,0.85,0.85
-17.99137193,1.80434336,0.85,0.85,0.85,0.85
-17.92235335,1.754572469,0.85,0.85,0.85,0.85
-17.85183884,1.702188926,0.85,0.85,0.85,0.85
-17.78068812,1.646812058,0.85,0.85,0.85,0.85
-17.70969922,1.588277513,0.85,0.85,0.85,0.85
-17.63958541,1.52667753,0.85,0.85,0.85,0.85
-17.57095867,1.462372201,0.85,0.85,0.85,0.85
-17.50432155,1.395974607,0.85,0.85,0.85,0.85
-17.44006128,1.32830041,0.85,0.85,0.85,0.85
-17.37844701,1.26029004,0.85,0.85,0.85,0.85
-17.31963365,1.192920516,0.85,0.85,0.85,0.85
-17.26366784,1.127110839,0.85,0.85,0.85,0.85
-17.21049668,1.063636514,0.85,0.85,0.85,0.85
-17.15998369,1.003071533,0.85,0.85,0.85,0.85
-17.11192303,0.945755157,0.85,0.85,0.85,0.85
-17.06605955,0.891788938,0.85,0.85,0.85,0.85
-17.02210399,0.841063139,0.85,0.85,0.85,0.85
-16.97975167,0.793303874,0.85,0.85,0.85,0.85
-16.93869672,0.748126662,0.85,0.85,0.85,0.85
-16.89864231,0.705093809,0.85,0.85,0.85,0.85
-16.85930833,0.663763768,0.85,0.85,0.85,0.85
-16.82043155,0.623729387,0.85,0.85,0.85,0.85
-16.78176313,0.584640077,0.85,0.85,0.85,0.85
-16.74306104,0.546213029,0.85,0.85,0.85,0.85
-16.70408229,0.508233678,0.85,0.85,0.85,0.85
-16.66457635,0.470548949,0.85,0.85,0.85,0.85
-16.62428285,0.433058024,0.85,0.85,0.85,0.85
-16.58293601,0.395704018,0.85,0.85,0.85,0.85
