x_m,y_m,w_tr_right_m,w_tr_left_m,w_re_right_m,w_re_left_m
-4.787947747,13.336849,0.85,0.85,0.85,0.85
-4.82770305,13.34128471,0.85,0.85,0.85,0.85
-4.867506676,13.34568809,0.85,0.85,0.85,0.85
-4.907441384,13.35007431,0.85,0.85,0.85,0.85
-4.947574251,13.35445833,0.85,0.85,0.85,0.85
-4.987951837,13.35885428,0.85,0.85,0.85,0.85
-5.0286001,13.36327547,0.85,0.85,0.85,0.85
-5.069525572,13.36773227,0.85,0.85,0.85,0.85
-5.110720718,13.37223256,0.85,0.85,0.85,0.85
-5.152171031,13.37678123,0.85,0.85,0.85,0.85
-5.193862852,13.38138117,0.85,0.85,0.85,0.85
-5.23579025,13.38603393,0.85,0.85,0.85,0.85
-5.277958907,13.39074057,0.85,0.85,0.85,0.85
-5.320392022,13.39550301,0.85,0.85,0.85,0.85
-5.363127433,13.40032383,0.85,0.85,0.85,0.85
-5.406218702,13.40520726,0.85,0.85,0.85,0.85
-5.449734414,13.41015965,0.85,0.85,0.85,0.85
-5.49375509,13.41519158,0.85,0.85,0.85,0.85
-5.5383751,13.4203193,0.85,0.85,0.85,0.85
-5.583703657,13.42556768,0.85,0.85,0.85,0.85
-5.629870728,13.43097575,0.85,0.85,0.85,0.85
-5.677035073,13.43660084,0.85,0.85,0.85,0.85
-5.725391557,13.44252732,0.85,0.85,0.85,0.85
-5.775175192,13.44887031,0.85,0.85,0.85,0.85
-5.826657412,13.45577952,0.85,0.85,0.85,0.85
-5.880131082,13.46343922,0.85,0.85,0.85,0.85
-5.935881217,13.47206146,0.85,0.85,0.85,0.85
-5.99414429,13.4818724,0.85,0.85,0.85,0.85
-6.055057255,13.49309206,0.85,0.85,0.85,0.85
-6.118611348,13.50590858,0.85,0.85,0.85,0.85
-6.184613638,13.52045074,0.85,0.85,0.85,0.85
-6.252672604,13.53676446,0.85,0.85,0.85,0.85
-6.322216239,13.55479808,0.85,0.85,0.85,0.85
-6.392539313,13.57440044,0.85,0.85,0.85,0.85
-6.462882802,13.59533641,0.85,0.85,0.85,0.85
-6.53252847,13.61731434,0.85,0.85,0.85,0.85
-6.600899163,13.64002661,0.85,0.85,0.85,0.85
-6.667645383,13.66319331,0.85,0.85,0.85,0.85
-6.732702861,13.68660174,0.85,0.85,0.85,0.85
-6.796314163,13.7101361,0.85,0.85,0.85,0.85
-6.859008784,13.73378935,0.85,0.85,0.85,0.85
-6.921546617,13.75765853,0.85,0.85,0.85,0.85
-6.984830927,13.78192209,0.85,0.85,0.85,0.85
-7.049811664,13.80680771,0.85,0.85,0.85,0.85
-7.117384813,13.83255254,0.85,0.85,0.85,0.85
-7.188307698,13.85936564,0.85,0.85,0.85,0.85
-7.263134676,13.88739565,0.85,0.85,0.85,0.85
-7.342187787,13.91671234,0.85,0.85,0.85,0.85
-7.425549575,13.9472974,0.85,0.85,0.85,0.85
-7.513083585,13.97904885,0.85,0.85,0.85,0.85
-7.604465504,14.01179205,0.85,0.85,0.85,0.85
-7.699227714,14.04529995,0.85,0.85,0.85,0.85
-7.796800964,14.07931326,0.85,0.85,0.85,0.85
-7.896555093,14.1135618,0.85,0.85,0.85,0.85
-7.997831469,14.14778244,0.85,0.85,0.85,0.85
-8.099978746,14.1817363,0.85,0.85,0.85,0.85
-8.202379023,14.21522074,0.85,0.85,0.85,0.85
-8.304473454,14.24807789,0.85,0.85,0.85,0.85
-8.40578586,14.28019926,0.85,0.85,0.85,0.85
-8.505931851,14.31152386,0.85,0.85,0.85,0.85
-8.604622556,14.34203414,0.85,0.85,0.85,0.85
-8.701649971,14.37174338,0.85,0.85,0.85,0.85
-8.796861058,14.40068202,0.85,0.85,0.85,0.85
-8.890121589,14.42887613,0.85,0.85,0.85,0.85
-8.981280134,14.45633216,0.85,0.85,0.85,0.85
-9.070137925,14.48302058,0.85,0.85,0.85,0.85
-9.156433326,14.50886777,0.85,0.85,0.85,0.85
-9.239845053,14.53375534,0.85,0.85,0.85,0.85
-9.320017271,14.55752984,0.85,0.85,0.85,0.85
-9.396601351,14.58002048,0.85,0.85,0.85,0.85
-9.469302492,14.60106267,0.85,0.85,0.85,0.85
-9.537929362,14.62052395,0.85,0.85,0.85,0.85
-9.602430889,14.63832828,0.85,0.85,0.85,0.85
-9.662914419,14.65447543,0.85,0.85,0.85,0.85
-9.719645971,14.66905307,0.85,0.85,0.85,0.85
-9.77303298,14.68224095,0.85,0.85,0.85,0.85
-9.823579691,14.69430597,0.85,0.85,0.85,0.85
-9.87184804,14.70559312,0.85,0.85,0.85,0.85
-9.918405974,14.71650943,0.85,0.85,0.85,0.85
-9.963786678,14.72750187,0.85,0.85,0.85,0.85
-10.00845527,14.73903295,0.85,0.85,0.85,0.85
-10.05279047,14.75154982,0.85,0.85,0.85,0.85
-10.09708477,14.76545028,0.85,0.85,0.85,0.85
-10.14156053,14.78104692,0.85,0.85,0.85,0.85
-10.18639374,14.79852931,0.85,0.85,0.85,0.85
-10.23175393,14.81793289,0.85,0.85,0.85,0.85
-10.27783317,14.83911172,0.85,0.85,0.85,0.85
-10.32487436,14.86172989,0.85,0.85,0.85,0.85
-10.37317421,14.88526391,0.85,0.85,0.85,0.85
-10.42307005,14.90902988,0.85,0.85,0.85,0.85
-10.47490167,14.9322253,0.85,0.85,0.85,0.85
-10.52895652,14.95399095,0.85,0.85,0.85,0.85
-10.58540806,14.97348021,0.85,0.85,0.85,0.85
-10.64426258,14.98993392,0.85,0.85,0.85,0.85
-10.70532726,15.00274698,0.85,0.85,0.85,0.85
-10.76820796,15.0115185,0.85,0.85,0.85,0.85
-10.83234185,15.01607916,0.85,0.85,0.85,0.85
-10.89706034,15.01648713,0.85,0.85,0.85,0.85
-10.96167077,15.01300014,0.85,0.85,0.85,0.85
-11.02554405,15.00602207,0.85,0.85,0.85,0.85
-11.08819297,14.99603113,0.85,0.85,0.85,0.85
-11.14932643,14.98350896,0.85,0.85,0.85,0.85
-11.20887168,14.96887773,0.85,0.85,0.85,0.85
-11.26696521,14.95243623,0.85,0.85,0.85,0.85
-11.32391012,14.93433659,0.85,0.85,0.85,0.85
-11.38011124,14.9145608,0.85,0.85,0.85,0.85
-11.43599793,14.89292306,0.85,0.85,0.85,0.85
-11.49194563,14.86908536,0.85,0.85,0.85,0.85
-11.54820903,14.84258131,0.85,0.85,0.85,0.85
-11.60487345,14.81284143,0.85,0.85,0.85,0.85
-11.6618338,14.7792266,0.85,0.85,0.85,0.85
-11.71879939,14.74106687,0.85,0.85,0.85,0.85
-11.77532248,14.69770817,0.85,0.85,0.85,0.85
-11.83084297,14.64857231,0.85,0.85,0.85,0.85
-11.88474137,14.59322687,0.85,0.85,0.85,0.85
-11.93639298,14.5314557,0.85,0.85,0.85,0.85
-11.9852129,14.46332617,0.85,0.85,0.85,0.85
-12.03070103,14.38923599,0.85,0.85,0.85,0.85
-12.0724619,14.30992486,0.85,0.85,0.85,0.85
-12.11022721,14.22644593,0.85,0.85,0.85,0.85
-12.14386293,14.14008835,0.85,0.85,0.85,0.85
-12.17336898,14.05227548,0.85,0.85,0.85,0.85
-12.19887259,13.96443159,0.85,0.85,0.85,0.85
-12.22061172,13.877853,0.85,0.85,0.85,0.85
-12.23891235,13.79359608,0.85,0.85,0.85,0.85
-12.2541629,13.71241365,0.85,0.85,0.85,0.85
-12.26678149,13.63471941,0.85,0.85,0.85,0.85
-12.27718681,13.5605998,0.85,0.85,0.85,0.85
-12.28577283,13.48986203,0.85,0.85,0.85,0.85
-12.29288628,13.4220903,0.85,0.85,0.85,0.85
-12.29881497,13.35671675,0.85,0.85,0.85,0.85
-12.30377926,13.29307953,0.85,0.85,0.85,0.85
-12.3079334,13.23047207,0.85,0.85,0.85,0.85
-12.31136998,13.16818598,0.85,0.85,0.85,0.85
-12.31412843,13.10553994,0.85,0.85,0.85,0.85
-12.31620466,13.04191427,0.85,0.85,0.85,0.85
-12.31756,12.97677569,0.85,0.85,0.85,0.85
-12.31813235,12.90970854,0.85,0.85,0.85,0.85
-12.3178416,12.84043142,0.85,0.85,0.85,0.85
-12.31659647,12.76879972,0.85,0.85,0.85,0.85
-12.31429735,12.69479167,0.85,0.85,0.85,0.85
-12.31083718,12.6184767,0.85,0.85,0.85,0.85
-12.30610095,12.53996678,0.85,0.85,0.85,0.85
-12.29996236,12.45936845,0.85,0.85,0.85,0.85
-12.29227876,12.37675418,0.85,0.85,0.85,0.85
-12.28288398,12.29213271,0.85,0.85,0.85,0.85
-12.27158425,12.20546749,0.85,0.85,0.85,0.85
-12.25815261,12.11670002,0.85,0.85,0.85,0.85
-12.2423236,12.02578481,0.85,0.85,0.85,0.85
-12.22380162,11.93273459,0.85,0.85,0.85,0.85
-12.20226034,11.83764553,0.85,0.85,0.85,0.85
-12.1773534,11.74070703,0.85,0.85,0.85,0.85
-12.14872861,11.64219474,0.85,0.85,0.85,0.85
-12.11604684,11.54245127,0.85,0.85,0.85,0.85
-12.07900467,11.44185968,0.85,0.85,0.85,0.85
-12.03735649,11.34082168,0.85,0.85,0.85,0.85
-11.9909438,11.23975096,0.85,0.85,0.85,0.85
-11.93971923,11.13907068,0.85,0.85,0.85,0.85
-11.88376969,11.03922234,0.85,0.85,0.85,0.85
-11.82332127,10.94066814,0.85,0.85,0.85,0.85
-11.75873789,10.84388902,0.85,0.85,0.85,0.85
-11.69049525,10.74936617,0.85,0.85,0.85,0.85
-11.61914288,10.65754089,0.85,0.85,0.85,0.85
-11.54524894,10.56877943,0.85,0.85,0.85,0.85
-11.4693422,10.48332723,0.85,0.85,0.85,0.85
-11.3918576,10.40127729,0.85,0.85,0.85,0.85
-11.31309526,10.32254878,0.85,0.85,0.85,0.85
-11.233203,10.24690374,0.85,0.85,0.85,0.85
-11.15218283,10.17397392,0.85,0.85,0.85,0.85
-11.06991875,10.10330349,0.85,0.85,0.85,0.85
-10.98622392,10.03441088,0.85,0.85,0.85,0.85
-10.90089135,9.966838972,0.85,0.85,0.85,0.85
-10.81374455,9.900209054,0.85,0.85,0.85,0.85
-10.72467405,9.834256119,0.85,0.85,0.85,0.85
-10.63365431,9.768849018,0.85,0.85,0.85,0.85
-10.54074454,9.703998798,0.85,0.85,0.85,0.85
-10.44606802,9.639843897,0.85,0.85,0.85,0.85
-10.34977901,9.576628299,0.85,0.85,0.85,0.85
-10.2520248,9.514662233,0.85,0.85,0.85,0.85
-10.15291273,9.45428518,0.85,0.85,0.85,0.85
-10.05248331,9.395822827,0.85,0.85,0.85,0.85
-9.950701194,9.33955028,0.85,0.85,0.85,0.85
-9.84746483,9.285659195,0.85,0.85,0.85,0.85
-9.742627655,9.234251602,0.85,0.85,0.85,0.85
-9.636044044,9.185336068,0.85,0.85,0.85,0.85
-9.52761909,9.138840457,0.85,0.85,0.85,0.85
-9.41736687,9.09463561,0.85,0.85,0.85,0.85
-9.305458243,9.052560495,0.85,0.85,0.85,0.85
-9.192263392,9.012448515,0.85,0.85,0.85,0.85
-9.07837461,8.974144504,0.85,0.85,0.85,0.85
-8.96459878,8.937501674,0.85,0.85,0.85,0.85
-8.851937692,8.902371899,0.85,0.85,0.85,0.85
-8.741533893,8.868570971,0.85,0.85,0.85,0.85
-8.63459749,8.835835423,0.85,0.85,0.85,0.85
-8.532318541,8.803779053,0.85,0.85,0.85,0.85
-8.435774869,8.771862174,0.85,0.85,0.85,0.85
-8.345845246,8.739382014,0.85,0.85,0.85,0.85
-8.263126393,8.705493242,0.85,0.85,0.85,0.85
-8.187884275,8.669267081,0.85,0.85,0.85,0.85
-8.120026599,8.629775827,0.85,0.85,0.85,0.85
-8.059116756,8.586197112,0.85,0.85,0.85,0.85
-8.00441197,8.5379093,0.85,0.85,0.85,0.85
-7.954933556,8.48456972,0.85,0.85,0.85,0.85
-7.90955233,8.426154099,0.85,0.85,0.85,0.85
-7.867080818,8.362954441,0.85,0.85,0.85,0.85
-7.826359461,8.295541017,0.85,0.85,0.85,0.85
-7.786328858,8.224695816,0.85,0.85,0.85,0.85
-7.746083747,8.151335914,0.85,0.85,0.85,0.85
-7.704905196,8.076439545,0.85,0.85,0.85,0.85
-7.662275553,8.000984063,0.85,0.85,0.85,0.85
-7.617877739,7.925899224,0.85,0.85,0.85,0.85
-7.571582155,7.852031839,0.85,0.85,0.85,0.85
-7.523424343,7.780120269,0.85,0.85,0.85,0.85
-7.473574232,7.710771669,0.85,0.85,0.85,0.85
-7.422300446,7.644443464,0.85,0.85,0.85,0.85
-7.369932757,7.581431006,0.85,0.85,0.85,0.85
-7.316823498,7.521861959,0.85,0.85,0.85,0.85
-7.263316187,7.465706537,0.85,0.85,0.85,0.85
-7.209725583,7.412801875,0.85,0.85,0.85,0.85
-7.156323192,7.362886832,0.85,0.85,0.85,0.85
-7.103334342,7.315644945,0.85,0.85,0.85,0.85
-7.05094368,7.270747291,0.85,0.85,0.85,0.85
-6.999300082,7.227887702,0.85,0.85,0.85,0.85
-6.948520445,7.186807988,0.85,0.85,0.85,0.85
-6.89869354,7.147297978,0.85,0.85,0.85,0.85
-6.849871288,7.10919766,0.85,0.85,0.85,0.85
-6.802062464,7.072381507,0.85,0.85,0.85,0.85
-6.755223534,7.036737964,0.85,0.85,0.85,0.85
-6.709248416,7.002149587,0.85,0.85,0.85,0.85
-6.663963938,6.968478493,0.85,0.85,0.85,0.85
-6.619129912,6.93555771,0.85,0.85,0.85,0.85
-6.57444654,6.903191036,0.85,0.85,0.85,0.85
-6.52956932,6.871160264,0.85,0.85,0.85,0.85
-6.484130744,6.839239578,0.85,0.85,0.85,0.85
-6.437767674,6.807211958,0.85,0.85,0.85,0.85
-6.390148149,6.774885704,0.85,0.85,0.85,0.85
-6.340999581,6.742107837,0.85,0.85,0.85,0.85
-6.290128246,6.708774319,0.85,0.85,0.85,0.85
-6.237437577,6.674832728,0.85,0.85,0.85,0.85
-6.182926894,6.640277417,0.85,0.85,0.85,0.85
-6.126692137,6.605142875,0.85,0.85,0.85,0.85
-6.068909753,6.569491317,0.85,0.85,0.85,0.85
-6.009820591,6.533400679,0.85,0.85,0.85,0.85
-5.949709728,6.496953168,0.85,0.85,0.85,0.85
-5.888883862,6.460225129,0.85,0.85,0.85,0.85
-5.827654762,6.423281358,0.85,0.85,0.85,0.85
-5.766321217,6.386170479,0.85,0.85,0.85,0.85
-5.705156374,6.348923263,0.85,0.85,0.85,0.85
-5.644396272,6.311552631,0.85,0.85,0.85,0.85
-5.584232437,6.274055171,0.85,0.85,0.85,0.85
-5.524808583,6.236414547,0.85,0.85,0.85,0.85
-5.466216007,6.19860389,0.85,0.85,0.85,0.85
-5.408495483,6.160590579,0.85,0.85,0.85,0.85
-5.351641388,6.122341372,0.85,0.85,0.85,0.85
-5.295607394,6.083828747,0.85,0.85,0.85,0.85
-5.240311661,6.045031531,0.85,0.85,0.85,0.85
-5.185643646,6.005933834,0.85,0.85,0.85,0.85
-5.131468595,5.966523316,0.85,0.85,0.85,0.85
-5.077630157,5.926777583,0.85,0.85,0.85,0.85
-5.023950154,5.886650746,0.85,0.85,0.85,0.85
-4.970227697,5.846052347,0.85,0.85,0.85,0.85
-4.916244278,5.804830491,0.85,0.85,0.85,0.85
-4.861770118,5.7627554,0.85,0.85,0.85,0.85
-4.806582332,5.719513462,0.85,0.85,0.85,0.85
-4.750493421,5.674716854,0.85,0.85,0.85,0.85
-4.693384454,5.627924511,0.85,0.85,0.85,0.85
-4.635243342,5.578684865,0.85,0.85,0.85,0.85
-4.576199544,5.526588185,0.85,0.85,0.85,0.85
-4.516547163,5.471326773,0.85,0.85,0.85,0.85
-4.45675173,5.412751645,0.85,0.85,0.85,0.85
-4.397434135,5.350918943,0.85,0.85,0.85,0.85
-4.33933146,5.286109079,0.85,0.85,0.85,0.85
-4.283239671,5.218819144,0.85,0.85,0.85,0.85
-4.229943952,5.14972309,0.85,0.85,0.85,0.85
-4.180148673,5.079608593,0.85,0.85,0.85,0.85
-4.134414713,5.009296095,0.85,0.85,0.85,0.85
-4.093116288,4.939556277,0.85,0.85,0.85,0.85
-4.056418003,4.871039362,0.85,0.85,0.85,0.85
-4.024280149,4.804226873,0.85,0.85,0.85,0.85
-3.996481657,4.739410361,0.85,0.85,0.85,0.85
-3.972662949,4.676702403,0.85,0.85,0.85,0.85
-3.952371459,4.616063482,0.85,0.85,0.85,0.85
-3.935114066,4.5573479,0.85,0.85,0.85,0.85
-3.92039806,4.500350262,0.85,0.85,0.85,0.85
-3.90776727,4.444846394,0.85,0.85,0.85,0.85
-3.896822705,4.390625732,0.85,0.85,0.85,0.85
-3.887233997,4.337507695,0.85,0.85,0.85,0.85
-3.878743478,4.285347918,0.85,0.85,0.85,0.85
-3.871160137,4.234035337,0.85,0.85,0.85,0.85
-3.864352616,4.183484403,0.85,0.85,0.85,0.85
-3.858239431,4.133626836,0.85,0.85,0.85,0.85
-3.852776429,4.084404378,0.85,0.85,0.85,0.85
-3.847950733,4.035765361,0.85,0.85,0.85,0.85
-3.843769533,3.987662668,0.85,0.85,0.85,0.85
-3.840251594,3.940054168,0.85,0.85,0.85,0.85
-3.837420649,3.892905127,0.85,0.85,0.85,0.85
-3.835300736,3.8461907,0.85,0.85,0.85,0.85
-3.833910052,3.799894583,0.85,0.85,0.85,0.85
-3.833256871,3.754006145,0.85,0.85,0.85,0.85
-3.833337518,3.708516769,0.85,0.85,0.85,0.85
-3.834134519,3.663413048,0.85,0.85,0.85,0.85
-3.835619467,3.618668722,0.85,0.85,0.85,0.85
-3.837751669,3.574236203,0.85,0.85,0.85,0.85
-3.840485239,3.530041292,0.85,0.85,0.85,0.85
-3.843772513,3.485978158,0.85,0.85,0.85,0.85
-3.847569413,3.441906726,0.85,0.85,0.85,0.85
-3.851844376,3.397656483,0.85,0.85,0.85,0.85
-3.856582144,3.353029292,0.85,0.85,0.85,0.85
-3.861790907,3.307809207,0.85,0.85,0.85,0.85
-3.867506666,3.261770556,0.85,0.85,0.85,0.85
-3.873796129,3.214694155,0.85,0.85,0.85,0.85
-3.880757472,3.166377827,0.85,0.85,0.85,0.85
-3.888517606,3.116659179,0.85,0.85,0.85,0.85
-3.897226758,3.065429881,0.85,0.85,0.85,0.85
-3.907051806,3.012649104,0.85,0.85,0.85,0.85
-3.918162566,2.958351663,0.85,0.85,0.85,0.85
-3.930723227,2.902647031,0.85,0.85,0.85,0.85
-3.944882913,2.845706786,0.85,0.85,0.85,0.85
-3.960769224,2.787741662,0.85,0.85,0.85,0.85
-3.978490291,2.728969811,0.85,0.85,0.85,0.85
-3.998138133,2.669586538,0.85,0.85,0.85,0.85
-4.019799669,2.609737192,0.85,0.85,0.85,0.85
-4.043563591,2.549508932,0.85,0.85,0.85,0.85
-4.069528864,2.48893657,0.85,0.85,0.85,0.85
-4.097805429,2.42802827,0.85,0.85,0.85,0.85
-4.128508509,2.36680437,0.85,0.85,0.85,0.85
-4.161748561,2.305337839,0.85,0.85,0.85,0.85
-4.197614342,2.243792736,0.85,0.85,0.85,0.85
-4.236158116,2.182442079,0.85,0.85,0.85,0.85
-4.277383196,2.1216668,0.85,0.85,0.85,0.85
-4.321237242,2.061931054,0.85,0.85,0.85,0.85
-4.367612737,2.003738949,0.85,0.85,0.85,0.85
-4.416352434,1.947585214,0.85,0.85,0.85,0.85
-4.467257582,1.893905741,0.85,0.85,0.85,0.85
-4.520096094,1.843039158,0.85,0.85,0.85,0.85
-4.574607452,1.795206358,0.85,0.85,0.85,0.85
-4.630502305,1.75050892,0.85,0.85,0.85,0.85
-4.687457716,1.708946448,0.85,0.85,0.85,0.85
-4.745112007,1.670442252,0.85,0.85,0.85,0.85
-4.803063206,1.634872706,0.85,0.85,0.85,0.85
-4.860874641,1.602093425,0.85,0.85,0.85,0.85
-4.918091917,1.571953832,0.85,0.85,0.85,0.85
-4.974269019,1.544306257,0.85,0.85,0.85,0.85
-5.029002772,1.518999543,0.85,0.85,0.85,0.85
-5.081965535,1.495871728,0.85,0.85,0.85,0.85
-5.132934285,1.474742946,0.85,0.85,0.85,0.85
-5.181806192,1.455409586,0.85,0.85,0.85,0.85
-5.22859872,1.437647842,0.85,0.85,0.85,0.85
-5.273436967,1.421221516,0.85,0.85,0.85,0.85
-5.31652749,1.405896139,0.85,0.85,0.85,0.85
-5.358127105,1.391455475,0.85,0.85,0.85,0.85
-5.398511405,1.377710676,0.85,0.85,0.85,0.85
-5.437947267,1.3645134,0.85,0.85,0.85,0.85
-5.476674888,1.351753621,0.85,0.85,0.85,0.85
-5.514895396,1.339358443,0.85,0.85,0.85,0.85
-5.552766781,1.327286256,0.85,0.85,0.85,0.85
-5.590408408,1.315513595,0.85,0.85,0.85,0.85
-5.627904422,1.304026999,0.85,0.85,0.85,0.85
-5.665311716,1.29281443,0.85,0.85,0.85,0.85
-5.702667576,1.281858038,0.85,0.85,0.85,0.85
-5.739994074,1.271134186,0.85,0.85,0.85,0.85
-5.777304927,1.260611795,0.85,0.85,0.85,0.85
-5.814607005,1.250254908,0.85,0.85,0.85,0.85
-5.851905156,1.240028238,0.85,0.85,0.85,0.85
-5.889201428,1.229899908,0.85,0.85,0.85,0.85
-5.926497003,1.219844349,0.85,0.85,0.85,0.85
-5.963792414,1.209845666,0.85,0.85,0.85,0.85
-6.001087808,1.199897035,0.85,0.85,0.85,0.85
-6.038383219,1.189998757,0.85,0.85,0.85,0.85
-6.07567859,1.180157164,0.85,0.85,0.85,0.85
-6.112974739,1.170380275,0.85,0.85,0.85,0.85
-6.150271574,1.160678221,0.85,0.85,0.85,0.85
-6.187571576,1.151060045,0.85,0.85,0.85,0.85
-6.224876199,1.141534566,0.85,0.85,0.85,0.85
-6.262191494,1.132109759,0.85,0.85,0.85,0.85
-6.299524983,1.122796265,0.85,0.85,0.85,0.85
-6.336892681,1.113605364,0.85,0.85,0.85,0.85
-6.374317836,1.104552193,0.85,0.85,0.85,0.85
-6.411838029,1.09565264,0.85,0.85,0.85,0.85
-6.449509109,1.086922128,0.85,0.85,0.85,0.85
-6.487410508,1.078371254,0.85,0.85,0.85,0.85
-6.525650093,1.070001494,0.85,0.85,0.85,0.85
-6.56436471,1.061802271,0.85,0.85,0.85,0.85
-6.603720563,1.053745477,0.85,0.85,0.85,0.85
-6.643906325,1.045786683,0.85,0.85,0.85,0.85
-6.685120679,1.037867299,0.85,0.85,0.85,0.85
-6.727556109,1.029918882,0.85,0.85,0.85,0.85
-6.771373123,1.02187587,0.85,0.85,0.85,0.85
-6.816679535,1.013684123,0.85,0.85,0.85,0.85
-6.863508523,1.005312908,0.85,0.85,0.85,0.85
-6.911804605,0.996763027,0.85,0.85,0.85,0.85
-6.961419929,0.988070622,0.85,0.85,0.85,0.85
-7.01212279,0.979305922,0.85,0.85,0.85,0.85
-7.063617749,0.97056421,0.85,0.85,0.85,0.85
-7.115575454,0.961954587,0.85,0.85,0.85,0.85
-7.167664132,0.953588041,0.85,0.85,0.85,0.85
-7.21958073,0.945560689,0.85,0.85,0.85,0.85
-7.271076451,0.937947749,0.85,0.85,0.85,0.85
-7.321968851,0.930796511,0.85,0.85,0.85,0.85
-7.372145916,0.924127637,0.85,0.85,0.85,0.85
-7.421560033,0.91794155,0.85,0.85,0.85,0.85
-7.470213223,0.912224113,0.85,0.85,0.85,0.85
-7.518144862,0.906959489,0.85,0.85,0.85,0.85
-7.565419636,0.90213818,0.85,0.85,0.85,0.85
-7.612122074,0.897763971,0.85,0.85,0.85,0.85
-7.658356179,0.893862004,0.85,0.85,0.85,0.85
-7.704252363,0.890483096,0.85,0.85,0.85,0.85
-7.749973076,0.887703418,0.85,0.85,0.85,0.85
-7.795718963,0.885630924,0.85,0.85,0.85,0.85
-7.841727152,0.88440743,0.85,0.85,0.85,0.85
-7.888259773,0.884212413,0.85,0.85,0.85,0.85
-7.935580851,0.885266708,0.85,0.85,0.85,0.85
-7.983925505,0.887833544,0.85,0.85,0.85,0.85
-8.033457744,0.892220885,0.85,0.85,0.85,0.85
-8.084234443,0.898774003,0.85,0.85,0.85,0.85
-8.136165111,0.907871288,0.85,0.85,0.85,0.85
-8.188994401,0.91990545,0.85,0.85,0.85,0.85
-8.242291418,0.935266596,0.85,0.85,0.85,0.85
-8.295468165,0.954317559,0.85,0.85,0.85,0.85
-8.347810185,0.977367822,0.85,0.85,0.85,0.85
-8.398526844,1.004646887,0.85,0.85,0.85,0.85
-8.446810902,1.036281144,0.85,0.85,0.85,0.85
-8.491896798,1.07228007,0.85,0.85,0.85,0.85
-8.533112193,1.112535787,0.85,0.85,0.85,0.85
-8.569911004,1.156839593,0.85,0.85,0.85,0.85
-8.601890938,1.204912474,0.85,0.85,0.85,0.85
-8.62879228,1.256449151,0.85,0.85,0.85,0.85
-8.65048254,1.311162158,0.85,0.85,0.85,0.85
-8.666937766,1.3688152,0.85,0.85,0.85,0.85
-8.678217589,1.429240426,0.85,0.85,0.85,0.85
-8.68444806,1.492330466,0.85,0.85,0.85,0.85
-8.685811534,1.558004255,0.85,0.85,0.85,0.85
-8.682539982,1.626160128,0.85,0.85,0.85,0.85
-8.674911893,1.696627981,0.85,0.85,0.85,0.85
-8.663252247,1.769129432,0.85,0.85,0.85,0.85
-8.6479265,1.843271358,0.85,0.85,0.85,0.85
-8.629338897,1.918557217,0.85,0.85,0.85,0.85
-8.607923989,1.99443512,0.85,0.85,0.85,0.85
-8.584141125,2.070353263,0.85,0.85,0.85,0.85
-8.558469689,2.145811975,0.85,0.85,0.85,0.85
-8.531405727,2.220410949,0.85,0.85,0.85,0.85
-8.503458421,2.293869265,0.85,0.85,0.85,0.85
-8.475145355,2.366024681,0.85,0.85,0.85,0.85
-8.446983527,2.436819086,0.85,0.85,0.85,0.85
-8.41947615,2.506272021,0.85,0.85,0.85,0.85
-8.3930972,2.574459968,0.85,0.85,0.85,0.85
-8.368276494,2.641502213,0.85,0.85,0.85,0.85
-8.3453862,2.707558878,0.85,0.85,0.85,0.85
-8.324735898,2.772838381,0.85,0.85,0.85,0.85
-8.306575426,2.837602054,0.85,0.85,0.85,0.85
-8.291100257,2.902163887,0.85,0.85,0.85,0.85
-8.278465492,2.966878476,0.85,0.85,0.85,0.85
-8.268799535,3.032114652,0.85,0.85,0.85,0.85
-8.262213867,3.098213388,0.85,0.85,0.85,0.85
-8.25880854,3.165440131,0.85,0.85,0.85,0.85
-8.258671668,3.233939811,0.85,0.85,0.85,0.85
-8.261876371,3.303696574,0.85,0.85,0.85,0.85
-8.268475182,3.374517834,0.85,0.85,0.85,0.85
-8.278497125,3.446033471,0.85,0.85,0.85,0.85
-8.291946864,3.51771458,0.85,0.85,0.85,0.85
-8.308804826,3.588911906,0.85,0.85,0.85,0.85
-8.329028304,3.658902427,0.85,0.85,0.85,0.85
-8.352547661,3.726938073,0.85,0.85,0.85,0.85
-8.379260444,3.792293847,0.85,0.85,0.85,0.85
-8.409020539,3.854307762,0.85,0.85,0.85,0.85
-8.441625727,3.912412776,0.85,0.85,0.85,0.85
-8.476807501,3.966160554,0.85,0.85,0.85,0.85
-8.514227531,4.015236251,0.85,0.85,0.85,0.85
-8.553484124,4.059468808,0.85,0.85,0.85,0.85
-8.594131327,4.098832276,0.85,0.85,0.85,0.85
-8.635704969,4.13344237,0.85,0.85,0.85,0.85
-8.67775836,4.163541316,0.85,0.85,0.85,0.85
-8.719895119,4.189479084,0.85,0.85,0.85,0.85
-8.761797525,4.211685007,0.85,0.85,0.85,0.85
-8.803243112,4.230633798,0.85,0.85,0.85,0.85
-8.844109527,4.246812446,0.85,0.85,0.85,0.85
-8.884371283,4.260681263,0.85,0.85,0.85,0.85
-8.924085924,4.27264648,0.85,0.85,0.85,0.85
-8.963378896,4.283033879,0.85,0.85,0.85,0.85
-9.002427194,4.292074258,0.85,0.85,0.85,0.85
-9.041450702,4.299901093,0.85,0.85,0.85,0.85
